datetime,username,tweet,url,score
"October 21, 2017 at 02:32PM",@nanophate,休む事の喜びを感じる事が必要だと言われた。,http://twitter.com/nanophate/status/921746049403781120,0.492636025
"October 21, 2017 at 02:49PM",@nanophate,常磐線長っ！？（≧∇≦）,http://twitter.com/nanophate/status/921750210803408896,0.5
"October 22, 2017 at 02:04AM",@nanophate,"#Railsチュートリアル 今回も #技術書典 に参加してまーす✨
5.1 対応のチュートリアルありますよ(๑˃̵ᴗ˂̵) https://t.co/I66NUnQ71n",http://twitter.com/nanophate/status/921920080061042689,0.5350523591
"October 22, 2017 at 04:53AM",@nanophate,"「おっ、Railsチュートリアル」っと言われると嬉しい😆
#技術書典 い05 にいますよー",http://twitter.com/nanophate/status/921962686899830786,0.7963816524
"October 22, 2017 at 09:22AM",@nanophate,プリンターもここまで来たのか!!? https://t.co/AwqXH3Hlnc,http://twitter.com/nanophate/status/922030288145747968,0.5
"October 22, 2017 at 09:29AM",@nanophate,"1on1のサービスまであるのか！
しっかりとデータを取ってみると、面白いかもww

心のケアのデータってすごく優しそうなイメージ
https://t.co/LhdIcBld6q",http://twitter.com/nanophate/status/922032104241635329,0.6501163244
"October 22, 2017 at 09:34AM",@nanophate,"会社でやる1on1がものすごく濃厚で☺️
先月メモを使ってやったら、

30分で将来、大学、住まい、今後の方向性・・・についてなどの色々な対応方法や試してみたいことを話せた。
すごく、幸せになった記憶が今のモチベーションになってる感じ〜",http://twitter.com/nanophate/status/922033492254322688,0.6905505657
"October 23, 2017 at 01:16AM",@nanophate,"なるようになるブログを毎日、少しずつ読んでたんだけど、段々githubの方を直接みるようにしてもいいのかなっと感じるが、勇気が・・・

細かい修正も読むとなると今のままがベストな気がする😔",http://twitter.com/nanophate/status/922270539833417728,0.1411458254
"October 23, 2017 at 01:39AM",@nanophate,"人がAかBを選んでる時ってアナログ的だと思ってたけど・・・
実際はそうとらわれないこともあるんだな 😅

スケールで物事を考えるのが共通化されてると思ったよ",http://twitter.com/nanophate/status/922276135861284864,0.5246649384
"October 23, 2017 at 11:46AM",@nanophate,沖縄着いたー,http://twitter.com/nanophate/status/922429044251009029,0.5
"October 23, 2017 at 01:39PM",@nanophate,@yasulab ありがとうございます🙏,http://twitter.com/nanophate/status/922457530755727360,0.8143934608
"October 24, 2017 at 03:56AM",@nanophate,#appearin がsafariでも使えることを最近知った、画面共有はよplz,http://twitter.com/nanophate/status/922673234431979521,0.5067092776
"October 24, 2017 at 05:52AM",@nanophate,どうしてもなおらないものは、ブラウザーの問題ではっと思えてくるの・・・,http://twitter.com/nanophate/status/922702195182600192,0.413164258
"October 24, 2017 at 05:57AM",@nanophate,"@mugijiru ナイス！✌️
そう思うと仕方ないっと割り切れる！🎉",http://twitter.com/nanophate/status/922703678418575361,0.7568426132
"October 25, 2017 at 01:18AM",@nanophate,もふ〜,http://twitter.com/nanophate/status/922995679458242560,0.5
"October 25, 2017 at 05:02AM",@nanophate,"車検の時は代車お願いしようと実感😢
沖縄で車ない生活は不便だww",http://twitter.com/nanophate/status/923052158722781184,0.7526447773
"October 25, 2017 at 08:57AM",@nanophate,予測変換にしっかりと間違えそうな名前やよく@ を飛ばす人を追加したらものすごく便利になった😄,http://twitter.com/nanophate/status/923111136337174529,0.8681399226
"October 26, 2017 at 10:10AM",@nanophate,"脳が糖分を欲していると感じるぅうぅうぅぅうx
うずくゼェぇぇぇ🤨 https://t.co/gDRxG5QV0f",http://twitter.com/nanophate/status/923492032592486401,0.4053227007
"October 26, 2017 at 02:38PM",@nanophate,Got my #gochiusa #istheorderarabbit rubber strap 😊 despite going through same cashier several… https://t.co/hEOxoFeOA1,http://twitter.com/nanophate/status/923559561218412546,0.8135221004
"October 26, 2017 at 04:36PM",@nanophate,#istheorderarabbit #gochiusa #chino #kawaii #anime #loli is just greeeeatttt https://t.co/XkHgdf2phn,http://twitter.com/nanophate/status/923589046844010496,0.5
"October 27, 2017 at 05:17AM",@nanophate,"I feel happy when I watch anime, buying chino rubber strap, researching, meeting interest groups. I guess I’m happy most of the time 😂😂",http://twitter.com/nanophate/status/923780598744850434,0.6089442968
"October 27, 2017 at 09:09AM",@nanophate,"押しつぶされそう…
いや、つぶれそう😢
もう、つぶれてる＿|￣|○",http://twitter.com/nanophate/status/923838983536181248,0.213308543
"October 27, 2017 at 09:47AM",@nanophate,@itanimeirl No need upgrade,http://twitter.com/nanophate/status/923848499082358784,0.5
"October 27, 2017 at 10:03AM",@nanophate,@1_Chisaki 多分、分かるー 🐶🏥,http://twitter.com/nanophate/status/923852650659045376,0.5
"October 27, 2017 at 10:11AM",@nanophate,"@1_Chisaki 間違ってたらどうしようっと思った💦
よかったー

久しぶり〜",http://twitter.com/nanophate/status/923854691477307392,0.3458367586
"October 27, 2017 at 10:22AM",@nanophate,"@1_Chisaki あぁー一言言えばよかったね m(_ _)m
うん、今は仕事で大学行く資金貯めてるよ〜",http://twitter.com/nanophate/status/923857480764944385,0.4647946656
"October 27, 2017 at 10:30AM",@nanophate,"DMに返信するつもりが…
そして、テンパりすぎて replied が replyed になってるし😹

https://t.co/2SAEnJ2vRc https://t.co/AB2WHG1TwF",http://twitter.com/nanophate/status/923859525010014208,0.7123631835
"October 27, 2017 at 10:31AM",@nanophate,そして、ロリ好きにファボられるww,http://twitter.com/nanophate/status/923859794938642432,0.6174991131
"October 27, 2017 at 10:45AM",@nanophate,@1_Chisaki @1_Chisaki も٩( 'ω' )و,http://twitter.com/nanophate/status/923863129468968960,0.5
"October 27, 2017 at 12:11PM",@nanophate,#bitflyer に一応半々にしておこう…（´-`）.｡oO,http://twitter.com/nanophate/status/923884839358447617,0.5201603174
"October 28, 2017 at 02:07AM",@nanophate,昨日に引き続き部屋の掃除をするか…,http://twitter.com/nanophate/status/924095154494906369,0.5
"October 28, 2017 at 02:18AM",@nanophate,"昨日は完全に楽しんでいたー
#台風22号 で引きこもるので大掃除 #なのは の懐かしグッズとかっw https://t.co/L91xkWQnJB",http://twitter.com/nanophate/status/924097999294291970,0.4803484082
"October 30, 2017 at 02:09AM",@nanophate,"gpg が急に出来なくなったから、再起動して見たら治った✨
動かない時は叩くではなく、再起動ですなぁ〜",http://twitter.com/nanophate/status/924820491864489984,0.3843953013
"October 30, 2017 at 01:50PM",@nanophate,Bought a book that might become a bible for #otaku 🤩 Definitely I would write a review for… https://t.co/pQ60exkh7v,http://twitter.com/nanophate/status/924996900352225280,0.4247584045
"October 31, 2017 at 05:03AM",@nanophate,チーズバーガーの絵文字で盛り上がる月曜日は最高だなっと思う,http://twitter.com/nanophate/status/925226742112849921,0.4745473564
"October 31, 2017 at 05:09AM",@nanophate,「マージしなきゃいたずらしちゃうぞ 」をメンション付きコメントしたい😹😹 #ハロウィン,http://twitter.com/nanophate/status/925228299672006657,0.8299161196
"October 31, 2017 at 05:31AM",@nanophate,@himajin315 仕上げます٩( 'ω' )و,http://twitter.com/nanophate/status/925233681085558784,0.512178123
"October 31, 2017 at 10:58AM",@nanophate,#IphoneX getting hyped watching all those review vids 🤩,http://twitter.com/nanophate/status/925316059808145408,0.470390439
"October 31, 2017 at 02:52PM",@nanophate,What I’ll put next to my bedside #ごちうさ #gochumonwausagidesuka #gochiusa https://t.co/mwZwR1uD9R,http://twitter.com/nanophate/status/925374819746578432,0.5
"November 01, 2017 at 01:21AM",@nanophate,"携帯の電波も家のWIFIも繋がりにくいよ〜
どうしてだろう 😅 こんな時でも繋がるツイッターはすごいな😁",http://twitter.com/nanophate/status/925533309228040192,0.7393714786
"November 01, 2017 at 04:55AM",@nanophate,"WiFi 環境をなんとか復活させたお昼でした〜
これでオンライン電話に間に合うぞぉー
上下ともに30mbpsを確認ψ(｀∇´)

お金貯めて早く #eero 買いたい",http://twitter.com/nanophate/status/925587170995331072,0.3889682889
"November 01, 2017 at 04:59AM",@nanophate,"@mugijiru はい(๑˃̵ᴗ˂̵)

私も最初はそっちと…
こちらになります https://t.co/iNXRf8xJVx",http://twitter.com/nanophate/status/925587978939854849,0.6121357679
"November 01, 2017 at 05:08AM",@nanophate,"@mugijiru それ用のモードもあるとかないとかww｡ﾟ(ﾟ´ω`ﾟ)ﾟ
private....",http://twitter.com/nanophate/status/925590227468431360,0.4515969753
"November 01, 2017 at 05:44AM",@nanophate,rakeタスクに実際に使える✨😁 / 他3コメント https://t.co/h7i4LuzxYD “rakeタスクの中だけで使うメソッドはRefinementsで定義するとべんり - Qiita” https://t.co/N70sawgJ1i,http://twitter.com/nanophate/status/925599292491833344,0.8022153378
"November 01, 2017 at 03:43PM",@nanophate,"#ごちうさ のカントリーマアム買ったのはいいけど…食べるのがwww

うん☺️
見てるだけで満足

ぐへっへっhshsh🤪 https://t.co/JwYEDbBCrm",http://twitter.com/nanophate/status/925750269979193345,1
"November 01, 2017 at 03:49PM",@nanophate,"Happy Birthday 🎂 Megu-Chan 🎉
#ごちうさ #gochiusa https://t.co/1uC8VlGs6T",http://twitter.com/nanophate/status/925751597090586624,0.6719987392
"November 01, 2017 at 03:50PM",@nanophate,カントリーマアム #ごちうさ コラボ 😇😇 no need to express how excited I was ✨ https://t.co/Pgl21qfoYN,http://twitter.com/nanophate/status/925751843786956803,0.8022153378
"November 02, 2017 at 03:15AM",@nanophate,"適当に書いた英語が伝わって
ちゃんと考えた日本語が伝わらない

どうして🤨
なんで😱

のやりとりが slack でありました😢",http://twitter.com/nanophate/status/925924179580411904,0.2864992917
"November 02, 2017 at 04:19AM",@nanophate,お昼になったので #ご注文はうさぎですか のメグちゃんにお誕生日を祝うゾォ🎉 https://t.co/J6ZGNUyFS4,http://twitter.com/nanophate/status/925940411645927425,0.6493133307
"November 03, 2017 at 01:14AM",@nanophate,"仕事無いけど…朝の4時からコード書いているー

NetlifyCMS 対応のmiddleman ブログができるまであと少し☺️",http://twitter.com/nanophate/status/926256163787718657,0.7775924206
"November 03, 2017 at 03:15AM",@nanophate,"男を一人に絞れない辛さの悩みを持っている事を知った☺️🙏

普段違うジャンル人と話すのも凄く為になる…
百合についても語れて面白いw",http://twitter.com/nanophate/status/926286586831970304,0.7686195374
"November 03, 2017 at 10:54AM",@nanophate,"#iPhoneX 届いた✨
ウホォぉお〜🤪🤪",http://twitter.com/nanophate/status/926402232894988288,0.4431481361
"November 03, 2017 at 11:01AM",@nanophate,"あっ… 🤭
スクリーンプロテクター買ってない😱😱",http://twitter.com/nanophate/status/926404062492352512,0.61863482
"November 03, 2017 at 02:19PM",@nanophate,Lovely way to display your new phone with anime #iPhoneX https://t.co/xAyWFMTVbX,http://twitter.com/nanophate/status/926453809072758784,0.48646456
"November 03, 2017 at 07:55PM",@nanophate,"24時間でなんとか netlifycms と middlemanを繋げて、デザインをほぼほぼ完成させたー

まだ動かないところが多数あるので、頑張ろうと思ったが、体力ぎれー",http://twitter.com/nanophate/status/926538422281420800,0.3784460425
"November 05, 2017 at 07:37AM",@nanophate,#ごちうさ https://t.co/C2XM98GBaG,http://twitter.com/nanophate/status/927077508478001152,0.5
"November 05, 2017 at 07:38AM",@nanophate,#ごちうさ これで、財布と名刺入れがごちうさになる！ https://t.co/0Eyxmq308X,http://twitter.com/nanophate/status/927077767035830272,0.4826849103
"November 05, 2017 at 09:50AM",@nanophate,"Appear.in でアニメについて語る為に新しく購入したマイクとオーディオインターフェース✨
仕事でも使えそう https://t.co/INb9bQhE7N",http://twitter.com/nanophate/status/927110936611078144,0.4537577629
"November 05, 2017 at 01:06PM",@nanophate,Lovely sweetly girls https://t.co/kYhIpUraGO,http://twitter.com/nanophate/status/927160222283476992,0.6155251861
"November 06, 2017 at 01:29AM",@nanophate,"appear.in 今日は繋がりやすい！
ブツブツ切れないから、ストレスを感じないゾォ〜＾＾",http://twitter.com/nanophate/status/927347049019740160,0.4966562688
"November 06, 2017 at 01:28PM",@nanophate,"仕事-&gt;移動-&gt;挨拶-&gt;帰宅-&gt;ミーティングとウェブ⤴️-&gt;ツイッターのDM対応(๑˃̵ᴗ˂̵)

めちゃ動いている",http://twitter.com/nanophate/status/927528191496818688,0.5606482029
"November 06, 2017 at 01:58PM",@nanophate,"夕飯食べて、お腹いっぱいー
あとはアニメ見てねるぞぉ",http://twitter.com/nanophate/status/927535657009913857,0.5303452611
"November 07, 2017 at 01:20AM",@nanophate,"@bboyluv93 おー元気だよー
お久しぶり☺️",http://twitter.com/nanophate/status/927707234775179264,1
"November 07, 2017 at 06:28AM",@nanophate,@himajin315 詳しくはこちらに https://t.co/KWdFShniIZ #ごちうさ のキャラクターココアと森永のコラボする日になります🙏,http://twitter.com/nanophate/status/927784833698316288,0.830213666
"November 07, 2017 at 02:38PM",@nanophate,"現代を表している感じがするネーミングセンス
ForONEs いいな https://t.co/yEocpYaysO",http://twitter.com/nanophate/status/927908024122933254,0.5329484344
"November 08, 2017 at 01:34AM",@nanophate,Soooo today is the day where I can post a long tweet! Seems like it is working without any flaw even though I usual… https://t.co/jolUhQeoU4,http://twitter.com/nanophate/status/928073242912288768,0.5706727505
"November 08, 2017 at 01:36AM",@nanophate,なるほど、この文字数の丸は言語が混じっていても大丈夫なようにしているのか!! めちゃ感心する!,http://twitter.com/nanophate/status/928073687919607808,0.510981977
"November 08, 2017 at 11:21AM",@nanophate,"今日は疲れてるかも…
運転も警告されるし、ご飯のお皿持ってるの忘れてご飯全部こぼすし…

携帯も落とすかもwww 😂😂",http://twitter.com/nanophate/status/928221009873739776,0.4852396846
"November 08, 2017 at 04:36PM",@nanophate,"この時間になるとツイートが英語ばかりになる ✨

そして誰も280を活用してない😂",http://twitter.com/nanophate/status/928300249768017920,0.4326899648
"November 08, 2017 at 04:38PM",@nanophate,少なくとも自分がフォローしてる人は https://t.co/u7OI673UEr,http://twitter.com/nanophate/status/928300709895741440,0.5596311688
"November 09, 2017 at 01:49AM",@nanophate,IFTT や zapier 使ってるけど、  https://t.co/bZEKS4UCZI 良さそうっと思った✨ でも価格設定が完全にビジネス向けだなっと💦,http://twitter.com/nanophate/status/928439428544188417,0.3077374399
"November 09, 2017 at 12:05PM",@nanophate,"ガゾリン代先月より700円アップ⤴️
予想通りな感じー",http://twitter.com/nanophate/status/928594491434344449,0.5799043179
"November 09, 2017 at 12:11PM",@nanophate,多様のあるチームっと言う章が気になった🧐 “EDPが本になります―エンジニアのためのデザイン思考入門” by @kdmsnr https://t.co/nsQGLhuriL,http://twitter.com/nanophate/status/928595851814903808,0.5618625283
"November 10, 2017 at 01:20AM",@nanophate,🤯🤪が最近よく使う絵文字,http://twitter.com/nanophate/status/928794415715336193,0.5124033689
"November 10, 2017 at 03:09AM",@nanophate,"オタクフェス行きたい＾〜＾楽しそう〜☺️
OTAKU FES in OKINAWA – オタフェス！ https://t.co/lmFN1EW8Jz",http://twitter.com/nanophate/status/928821834123919361,0.8161387444
"November 10, 2017 at 09:42AM",@nanophate,ふぅあ https://t.co/ECnpvxlHhl,http://twitter.com/nanophate/status/928920683303747584,0.5
"November 10, 2017 at 12:50PM",@nanophate,"今まで1番恥ずかしい出来事って、アマゾンの購入履歴のオススメを見られる事だよね…

1番漏れて欲しくない情報😭",http://twitter.com/nanophate/status/928968169527508992,0.1510103643
"November 10, 2017 at 02:34PM",@nanophate,"おお…(๑˃̵ᴗ˂̵)
こんな便利サイトが👍

https://t.co/OtwBRLChTk",http://twitter.com/nanophate/status/928994243158294529,0.9010477662
"November 10, 2017 at 02:38PM",@nanophate,"やべー、最近こう言うの読めるようになったと思ったけど…
あぁー上には上がある🤯",http://twitter.com/nanophate/status/928995317940232192,0.4782047272
"November 11, 2017 at 03:09AM",@nanophate,ぴょんぴょん,http://twitter.com/nanophate/status/929184205124157440,0.5
"November 11, 2017 at 04:58AM",@nanophate,アキバでぴょんぴょん中,http://twitter.com/nanophate/status/929211763005964288,0.5
"November 11, 2017 at 08:42AM",@nanophate,ぴょんぴょんぴょん,http://twitter.com/nanophate/status/929268006848364545,0.5
"November 11, 2017 at 08:59AM",@nanophate,"情報収集してたらアニメ見る時間がなくなってた💦
明日見ようっと😭",http://twitter.com/nanophate/status/929272304835616769,0
"November 11, 2017 at 04:14PM",@nanophate,"映画見た
コラボカフェ行った
天国?

ぴょんぴょんぴょんぴょんぴょんぴょんぴょんぴょん",http://twitter.com/nanophate/status/929381938829201408,0.6663951278
"November 12, 2017 at 03:32AM",@nanophate,"BTC はぴょんぴょんしないか・・・
して欲しいな😢
ぴょんっと 🙏",http://twitter.com/nanophate/status/929552377543143425,0.3564965129
"November 13, 2017 at 09:54AM",@nanophate,使いやすいウェブサイトっとなんだんだろう 🤔,http://twitter.com/nanophate/status/929875150098411520,0.5098138452
"November 13, 2017 at 10:09AM",@nanophate,netlifycms を一通り試したので、次は https://t.co/1NsOsEBDtU ですなぁ〜,http://twitter.com/nanophate/status/929878914981179392,0.5441831946
"November 13, 2017 at 04:21PM",@nanophate,"思い切り頭を打って、腫れてる
痛い・・・",http://twitter.com/nanophate/status/929972377974333440,0.260722816
"November 13, 2017 at 05:40PM",@nanophate,ふっは,http://twitter.com/nanophate/status/929992418266554368,0.5533101559
"November 13, 2017 at 08:29PM",@nanophate,#ごちうさ bought a chino and syaro’s blanket 🤩 #gochiusa https://t.co/Eofes02uI9,http://twitter.com/nanophate/status/930034878220922880,0.5033546686
"November 13, 2017 at 10:56PM",@nanophate,自分のウェブサイトを作るより人のを作る方が捗る😭,http://twitter.com/nanophate/status/930071917825888256,0.1452656388
"November 14, 2017 at 04:23PM",@nanophate,素材を作ると言うがcssでは基本削る派,http://twitter.com/nanophate/status/930335457392541697,0.5253757238
"November 14, 2017 at 04:42PM",@nanophate,三角深い。。。,http://twitter.com/nanophate/status/930340078471147520,0.5
"November 14, 2017 at 11:04PM",@nanophate,Gyaooooooo,http://twitter.com/nanophate/status/930436200455815168,0.5
"November 15, 2017 at 05:03PM",@nanophate,"ヘックションぼんば！
ばっぱぱ",http://twitter.com/nanophate/status/930707821632655362,0.5
"November 15, 2017 at 07:42PM",@nanophate,"ここどこ？
DOKO？？？",http://twitter.com/nanophate/status/930747859267227648,0.527530551
"November 15, 2017 at 08:23PM",@nanophate,かっ、かっ、かわいい,http://twitter.com/nanophate/status/930758191666704384,0.5245029926
"November 15, 2017 at 10:21PM",@nanophate,"😋ぺろぺろ
癒されるうぅ https://t.co/D62DB3eYfb",http://twitter.com/nanophate/status/930787839708561408,0.5886474848
"November 15, 2017 at 10:28PM",@nanophate,"女装して友達の助けになる漫画読んだんだけど...
メイクすごいぃい✨

メイク系のYouTuberにとても感謝🙏",http://twitter.com/nanophate/status/930789575173083141,0.7073776126
"November 17, 2017 at 12:29AM",@nanophate,最近財布は常に2000円✨,http://twitter.com/nanophate/status/931182324175089666,0.5
"November 17, 2017 at 01:06PM",@nanophate,"昨日読んだのに、今日これを実践できなくて😭なける

もう一歩踏み込んで確認しよう（コミュニケーションのヒント）｜結城浩｜note（ノート） https://t.co/hAAJAlhcjP",http://twitter.com/nanophate/status/931372947016638464,0
"November 19, 2017 at 07:34AM",@nanophate,今日から面白い事になりそうw,http://twitter.com/nanophate/status/932014159042027520,0.5917218924
"November 19, 2017 at 10:51AM",@nanophate,"Like したものがTLに流れている事を意識していなかった😂

よく自分がlikeするのはロリ系だよねっと言われた。

はゃい…好きです\(//∇//)\",http://twitter.com/nanophate/status/932063647253217280,0.5213443041
"November 19, 2017 at 10:55AM",@nanophate,".oO(「幼女」っと言うフレーズをあえて「ロリ」にしましたぞぉ)

どっちも与える印象はかわらない、はず:;(∩´﹏`∩);: https://t.co/32RDJnzj2i",http://twitter.com/nanophate/status/932064668906020864,0.4178527892
"November 19, 2017 at 09:31PM",@nanophate,この時を待っていましたーーーー,http://twitter.com/nanophate/status/932224902878208000,0.3915295005
"November 20, 2017 at 11:05AM",@nanophate,ギラギラもしたいけどぴょんぴょんしていたいっと言うのが最近の心境,http://twitter.com/nanophate/status/932429739859460096,0.5
"November 20, 2017 at 06:09PM",@nanophate,vpnが多過ぎでどれにアクセししたらいいのやら😭,http://twitter.com/nanophate/status/932536379656908802,0.1189639568
"November 21, 2017 at 08:59AM",@nanophate,わふわふ〜,http://twitter.com/nanophate/status/932760256169459713,0.5
"November 21, 2017 at 11:45AM",@nanophate,"「伝えたいことを伝える」
スキル習得の日々",http://twitter.com/nanophate/status/932802229454610432,0.4656287432
"November 21, 2017 at 11:53AM",@nanophate,リリース絵文字に笑いそうに🤣 https://t.co/lyhh5puhEn,http://twitter.com/nanophate/status/932804173648691200,0.5490163565
"November 22, 2017 at 01:06PM",@nanophate,Thanksgiving で休みなんだー,http://twitter.com/nanophate/status/933184976694140933,0.4418832064
"November 22, 2017 at 01:51PM",@nanophate,"こんな風な思考があって、このフレーズだったんだ・・・
久々になんかほんわかした気持ちなった😊
https://t.co/t3IaesIHGk",http://twitter.com/nanophate/status/933196217135243265,0.6475669742
"November 23, 2017 at 10:49AM",@nanophate,"cacheとpacketの優先度の取得やばそう〜
そこらへん掘り下げるとfasssssstttttyyy になるのん？",http://twitter.com/nanophate/status/933512705226317824,0.4101796448
"November 23, 2017 at 03:05PM",@nanophate,"Netlify の次は firebase を試している〜
多分ブランチ分けて開発と本番使いにするかも〜

netlifyはauth簡単にできそうだしw",http://twitter.com/nanophate/status/933577199088627712,0.5114907622
"November 24, 2017 at 01:36AM",@nanophate,明日起きれるのだろうか…(*´Д｀*),http://twitter.com/nanophate/status/933736043433508864,0.5
"November 24, 2017 at 12:44PM",@nanophate,Thanksgiving dinner 🧐,http://twitter.com/nanophate/status/933904083290800129,0.5
"November 26, 2017 at 05:36AM",@nanophate,"アニメだとたまにデレがあるけど…

リアルの場合は常にツンでも良いと思ってる自分がいる😂😂",http://twitter.com/nanophate/status/934521079430766592,0.6141022444
"November 26, 2017 at 04:58PM",@nanophate,"分散しないほうがよかったかな？
まぁ〜放置しよう",http://twitter.com/nanophate/status/934692811709956096,0.4214557111
"November 27, 2017 at 01:13AM",@nanophate,"泡盛やばお
リバリバでったー

今日普通に仕事対応出来るか不安😢",http://twitter.com/nanophate/status/934817351001808897,0
"November 27, 2017 at 08:45AM",@nanophate,なんとか起きれたー,http://twitter.com/nanophate/status/934931239865167872,0.4550988376
"November 27, 2017 at 12:02PM",@nanophate,"rycom のfood courtでvpn繋げて作業してるんだが、19mb近くはなかなかいい

Check out my @Speedtest result! How fast is your internet? https://t.co/FS80u9VC0p #speedtest",http://twitter.com/nanophate/status/934980632647626757,0.4828990102
"November 27, 2017 at 12:34PM",@nanophate,private internet access から git cloneするとエラーになる??,http://twitter.com/nanophate/status/934988798903033856,0.441832602
"November 27, 2017 at 12:49PM",@nanophate,"@nekogami87 error: RPC failed; curl 56 LibreSSL SSL_read: ... digital envelope routines:AEAD_AES_GCM_OPEN:bad decrypt, errno 0

☝️別のVPNに変えたら成功した",http://twitter.com/nanophate/status/934992619540582400,0.5651009083
"November 27, 2017 at 01:39PM",@nanophate,"作業の波を一旦中断させるお昼やすみ〜😠
15時ごろにひと段落しそうなので、その時に😄",http://twitter.com/nanophate/status/935005092188532741,0.3899464607
"November 27, 2017 at 01:40PM",@nanophate,"@nekogami87 ね〜private internet access やばそう〜
お金払っているのに😭",http://twitter.com/nanophate/status/935005416169152513,0.002583503723
"November 27, 2017 at 08:24PM",@nanophate,@nekogami87 そうだね✨,http://twitter.com/nanophate/status/935107049800679424,0.5587706566
"November 28, 2017 at 01:02PM",@nanophate,#いいニーハイの日 なんだそうで https://t.co/sonjMigZ5L,http://twitter.com/nanophate/status/935358108380971008,0.4834483266
"November 28, 2017 at 08:07PM",@nanophate,Wiki 4chan daily でやばてん✨ライフ,http://twitter.com/nanophate/status/935465242980519937,0.4734326899
"November 28, 2017 at 08:28PM",@nanophate,When did iPhone started to accept gifs https://t.co/e06DSR5Ivq,http://twitter.com/nanophate/status/935470392055029761,0.4821453094
"November 29, 2017 at 10:10AM",@nanophate,rails 5.2の対応やドキュメントのまとめを始めた感じ〜,http://twitter.com/nanophate/status/935677253924503552,0.5084453821
"November 29, 2017 at 03:34PM",@nanophate,"時間制限好きやで
キツキツでいい感じ☺️",http://twitter.com/nanophate/status/935758847028989953,0.9036046267
"November 30, 2017 at 09:45AM",@nanophate,"メシ
感覚を豊かにせぃ！",http://twitter.com/nanophate/status/936033292112896001,0.5
